,Unnamed: 0,Hanzi,Meaning,Reading,Color,Mean Word,Sound,Traditional,Silhouette,Traditional_Colored
985,985,彼此,one-another (w/ b),<span class = 'tone3'>bǐcǐ</span>,<span class = 'tone3'>彼此</span>,,,彼此,_ _,<span class = 'tone3'>彼此</span>
986,986,不安全感,insecurity (the feeling),<span class = 'tone4'>bù </span><span class = 'tone1'>ān</span><span class = 'tone2'>quán</span><span class = 'tone3'>gǎn</span>,<span class = 'tone4'>不</span><span class = 'tone5'>安</span><span class = 'tone1'>全</span><span class = 'tone2'>感</span>,,,不安全感,_ _ _ _,<span class = 'tone4'>不</span><span class = 'tone5'>安</span><span class = 'tone1'>全</span><span class = 'tone2'>感</span>
987,987,安全感,(sense of) security,<span class = 'tone1'>ān</span><span class = 'tone2'>quán </span><span class = 'tone3'>gǎn</span>,<span class = 'tone1'>安</span><span class = 'tone2'>全</span><span class = 'tone5'>感</span>,,,安全感,_ _ _,<span class = 'tone1'>安</span><span class = 'tone2'>全</span><span class = 'tone5'>感</span>
988,988,世界观,worldview<br>outlook,"<span class = 'tone5'>""</span><span class = 'tone4'>shìjiè </span><span class = 'tone1'>guān </span><span class = 'tone5'>""</span>",<span class = 'tone5'>世</span><span class = 'tone4'>界观</span>,,,世界觀,_ _ _,<span class = 'tone5'>世</span><span class = 'tone4'>界觀</span>
989,989,价值观,system of values,"<span class = 'tone5'>""</span><span class = 'tone4'>jià</span><span class = 'tone2'>zhí </span><span class = 'tone1'>guān </span><span class = 'tone5'>""</span>",<span class = 'tone5'>价</span><span class = 'tone4'>值</span><span class = 'tone2'>观</span>,,[sound:价值观_google_zh-CN.mp3],價值觀,_ _ _,<span class = 'tone5'>價</span><span class = 'tone4'>值</span><span class = 'tone2'>觀</span>
990,990,信任感,sense of trust,"<span class = 'tone5'>""</span><span class = 'tone4'>xìnrèn </span><span class = 'tone3'>gǎn </span><span class = 'tone5'>""</span>",<span class = 'tone5'>信</span><span class = 'tone4'>任感</span>,,[sound:信任感_google_zh-CN.mp3],信任感,_ _ _,<span class = 'tone5'>信</span><span class = 'tone4'>任感</span>
991,991,人性,human nature<br>humanity,"<span class = 'tone5'>""</span><span class = 'tone2'>rén</span><span class = 'tone4'>xìng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>人</span><span class = 'tone2'>性</span>,,[sound:人性_google_zh-CN.mp3],人性,_ _,<span class = 'tone5'>人</span><span class = 'tone2'>性</span>
992,992,理想化,to idealize,"<span class = 'tone5'>""</span><span class = 'tone3'>lǐxiǎng </span><span class = 'tone4'>huà </span><span class = 'tone5'>""</span>",<span class = 'tone5'>理</span><span class = 'tone3'>想化</span>,,[sound:理想化_google_zh-CN.mp3],理想化,_ _ _,<span class = 'tone5'>理</span><span class = 'tone3'>想化</span>
993,993,毁掉,to destroy,"<span class = 'tone5'>""</span><span class = 'tone3'>huǐ</span><span class = 'tone4'>diào </span><span class = 'tone5'>""</span>",<span class = 'tone5'>毁</span><span class = 'tone3'>掉</span>,,[sound:毁掉_google_zh-CN.mp3],毀掉,_ _,<span class = 'tone5'>毀</span><span class = 'tone3'>掉</span>
994,994,磨合,to break (smth) in,"<span class = 'tone5'>""</span><span class = 'tone2'>móhé </span><span class = 'tone5'>""</span>",<span class = 'tone5'>磨</span><span class = 'tone2'>合</span>,,[sound:磨合_google_zh-CN.mp3],磨合,_ _,<span class = 'tone5'>磨</span><span class = 'tone2'>合</span>
995,995,代数,algebra,"<span class = 'tone5'>""</span><span class = 'tone4'>dàishù </span><span class = 'tone5'>""</span>",<span class = 'tone5'>代</span><span class = 'tone4'>数</span>,,[sound:代数_google_zh-CN.mp3],代數,_ _,<span class = 'tone5'>代</span><span class = 'tone4'>數</span>
996,996,发布,"to post (on social media, etc.)","<span class = 'tone5'>""</span><span class = 'tone1'>fā</span><span class = 'tone4'>bù </span><span class = 'tone5'>""</span>",<span class = 'tone5'>发</span><span class = 'tone1'>布</span>,,[sound:发布_google_zh-CN.mp3],發佈,_ _,<span class = 'tone5'>發</span><span class = 'tone1'>佈</span>
997,997,里程碑,milestone,"<span class = 'tone5'>""</span><span class = 'tone3'>lǐ</span><span class = 'tone2'>chéng</span><span class = 'tone1'>bēi </span><span class = 'tone5'>""</span>",<span class = 'tone5'>里</span><span class = 'tone3'>程</span><span class = 'tone2'>碑</span>,,[sound:里程碑_google_zh-CN.mp3],里程碑,_ _ _,<span class = 'tone5'>里</span><span class = 'tone3'>程</span><span class = 'tone2'>碑</span>
998,998,狂魔,"madman, maniac","<span class = 'tone5'>""</span><span class = 'tone2'>kuángmó </span><span class = 'tone5'>""</span>",<span class = 'tone5'>狂</span><span class = 'tone2'>魔</span>,,[sound:狂魔_google_zh-CN.mp3],狂魔,_ _,<span class = 'tone5'>狂</span><span class = 'tone2'>魔</span>
999,999,登录,to log in (to a website)<br>to register,"<span class = 'tone5'>""</span><span class = 'tone1'>dēng</span><span class = 'tone4'>lù </span><span class = 'tone5'>""</span>",<span class = 'tone5'>登</span><span class = 'tone1'>录</span>,,[sound:登录_google_zh-CN.mp3],登錄,_ _,<span class = 'tone5'>登</span><span class = 'tone1'>錄</span>
1000,1000,磁场,magnetic field,"<span class = 'tone5'>""</span><span class = 'tone2'>cí</span><span class = 'tone3'>chǎng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>磁</span><span class = 'tone2'>场</span>,,[sound:磁场_google_zh-CN.mp3],磁場,_ _,<span class = 'tone5'>磁</span><span class = 'tone2'>場</span>
1001,1001,电场,electric field,"<span class = 'tone5'>""</span><span class = 'tone4'>diàn</span><span class = 'tone3'>chǎng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>电</span><span class = 'tone4'>场</span>,,[sound:电场_google_zh-CN.mp3],電場,_ _,<span class = 'tone5'>電</span><span class = 'tone4'>場</span>
1002,1002,电磁场,electromagnetic field,"<span class = 'tone5'>""</span><span class = 'tone4'>diàn</span><span class = 'tone2'>cí</span><span class = 'tone3'>chǎng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>电</span><span class = 'tone4'>磁</span><span class = 'tone2'>场</span>,,[sound:电磁场_google_zh-CN.mp3],電磁場,_ _ _,<span class = 'tone5'>電</span><span class = 'tone4'>磁</span><span class = 'tone2'>場</span>
1003,1003,声波,sound wave (w/ sh),"<span class = 'tone5'>""</span><span class = 'tone1'>shēngbō </span><span class = 'tone5'>""</span>",<span class = 'tone5'>声</span><span class = 'tone1'>波</span>,,[sound:声波_google_zh-CN.mp3],聲波,_ _,<span class = 'tone5'>聲</span><span class = 'tone1'>波</span>
1004,1004,疲惫,"exhausted, beaten, tired","<span class = 'tone5'>""</span><span class = 'tone2'>pí</span><span class = 'tone4'>bèi </span><span class = 'tone5'>""</span>",<span class = 'tone5'>疲</span><span class = 'tone2'>惫</span>,,[sound:疲惫_google_zh-CN.mp3],疲憊,_ _,<span class = 'tone5'>疲</span><span class = 'tone2'>憊</span>
1005,1005,暂停,to pause<br>a pause<br>a time out (in sports),"<span class = 'tone5'>""</span><span class = 'tone4'>zàn</span><span class = 'tone2'>tí</span><span class = 'tone5'>ng ""</span>",<span class = 'tone5'>暂</span><span class = 'tone4'>停</span>,,[sound:暂停_google_zh-CN.mp3],暫停,_ _,<span class = 'tone5'>暫</span><span class = 'tone4'>停</span>
1006,1006,多任务,multi-tasking,"<span class = 'tone5'>""</span><span class = 'tone1'>duō</span><span class = 'tone4'>rènwù </span><span class = 'tone5'>""</span>",<span class = 'tone5'>多</span><span class = 'tone1'>任</span><span class = 'tone4'>务</span>,,[sound:多任务_google_zh-CN.mp3],多任務,_ _ _,<span class = 'tone5'>多</span><span class = 'tone1'>任</span><span class = 'tone4'>務</span>
1007,1007,吹散,to blow away (to disperse),"<span class = 'tone5'>""</span><span class = 'tone1'>chuī</span><span class = 'tone4'>sàn </span><span class = 'tone5'>""</span>",<span class = 'tone5'>吹</span><span class = 'tone1'>散</span>,,[sound:吹散_google_zh-CN.mp3],吹散,_ _,<span class = 'tone5'>吹</span><span class = 'tone1'>散</span>
1008,1008,引力,gravitation (w/ y)<br>gravitational,"<span class = 'tone5'>""</span><span class = 'tone3'>yǐn</span><span class = 'tone4'>lì </span><span class = 'tone5'>""</span>",<span class = 'tone5'>引</span><span class = 'tone3'>力</span>,,[sound:引力_google_zh-CN.mp3],引力,_ _,<span class = 'tone5'>引</span><span class = 'tone3'>力</span>
1009,1009,大气,"atmosphere (as in, the air)","<span class = 'tone5'>""</span><span class = 'tone4'>dàqì </span><span class = 'tone5'>""</span>",<span class = 'tone5'>大</span><span class = 'tone4'>气</span>,,[sound:大气_google_zh-CN.mp3],大氣,_ _,<span class = 'tone5'>大</span><span class = 'tone4'>氣</span>
1010,1010,灾难,disaster<br>catastrophe,"<span class = 'tone5'>""</span><span class = 'tone1'>zāi</span><span class = 'tone4'>nàn </span><span class = 'tone5'>""</span>",<span class = 'tone5'>灾</span><span class = 'tone1'>难</span>,,[sound:灾难_google_zh-CN.mp3],災難,_ _,<span class = 'tone5'>災</span><span class = 'tone1'>難</span>
1011,1011,时间机器,time machine,"<span class = 'tone5'>""</span><span class = 'tone2'>shí</span><span class = 'tone1'>jiānjī</span><span class = 'tone4'>qì </span><span class = 'tone5'>""</span>",<span class = 'tone5'>时</span><span class = 'tone2'>间</span><span class = 'tone1'>机器</span>,,[sound:时间机器_google_zh-CN.mp3],時間機器,_ _ _ _,<span class = 'tone5'>時</span><span class = 'tone2'>間</span><span class = 'tone1'>機器</span>
1012,1012,生机,vitality (not 活力)<br>life force,"<span class = 'tone5'>""</span><span class = 'tone1'>shēngjī </span><span class = 'tone5'>""</span>",<span class = 'tone5'>生</span><span class = 'tone1'>机</span>,,[sound:生机_google_zh-CN.mp3],生機,_ _,<span class = 'tone5'>生</span><span class = 'tone1'>機</span>
1013,1013,发展中国家,developing country,"<span class = 'tone5'>""</span><span class = 'tone1'>fā</span><span class = 'tone3'>zhǎn</span><span class = 'tone1'>zhōng </span><span class = 'tone2'>guó</span><span class = 'tone1'>jiā </span><span class = 'tone5'>""</span>",<span class = 'tone5'>发</span><span class = 'tone1'>展</span><span class = 'tone3'>中</span><span class = 'tone1'>国</span><span class = 'tone5'>家</span>,,[sound:发展中国家_google_zh-CN.mp3],發展中國家,_ _ _ _ _,<span class = 'tone5'>發</span><span class = 'tone1'>展</span><span class = 'tone3'>中</span><span class = 'tone1'>國</span><span class = 'tone5'>家</span>
1014,1014,保温杯,a thermos (for keeping liquids warm/cold),<span class = 'tone3'>bǎo</span><span class = 'tone1'>wēn bēi</span>,<span class = 'tone3'>保</span><span class = 'tone1'>温</span><span class = 'tone5'>杯</span>,,,保溫杯,_ _ _,<span class = 'tone3'>保</span><span class = 'tone1'>溫</span><span class = 'tone5'>杯</span>
1015,1015,应对,response (w/ y)<br>to reply,"<span class = 'tone5'>""</span><span class = 'tone4'>yìngduì </span><span class = 'tone5'>""</span>",<span class = 'tone5'>应</span><span class = 'tone4'>对</span>,,[sound:应对_google_zh-CN.mp3],應對,_ _,<span class = 'tone5'>應</span><span class = 'tone4'>對</span>
1016,1016,露面,"""to show one's face<br>to appear (in public)""","<span class = 'tone5'>""</span><span class = 'tone4'>lòumiàn </span><span class = 'tone5'>""</span>",<span class = 'tone5'>露</span><span class = 'tone4'>面</span>,,[sound:露面_google_zh-CN.mp3],露面,_ _,<span class = 'tone5'>露</span><span class = 'tone4'>面</span>
1017,1017,银河,the Milky Way,<span class = 'tone2'>yínhé</span>,<span class = 'tone2'>银河</span>,,,銀河,_ _,<span class = 'tone2'>銀河</span>
1018,1018,按,to press (a button),<span class = 'tone4'>àn</span>,<span class = 'tone4'>按</span>,,,按,_,<span class = 'tone4'>按</span>
1019,1019,请按1,please press 1,<span class = 'tone3'>qǐng </span><span class = 'tone4'>àn </span><span class = 'tone1'>yāo</span>,<span class = 'tone3'>请</span><span class = 'tone5'>按</span><span class = 'tone4'>1</span>,,,請按1,_ _ 1,<span class = 'tone3'>請</span><span class = 'tone5'>按</span><span class = 'tone4'>1</span>
1020,1020,难以相信,difficult to believe<br>unbelievable,<span class = 'tone2'>nán</span><span class = 'tone3'>yǐ </span><span class = 'tone1'>xiāng</span><span class = 'tone4'>xìn</span>,<span class = 'tone2'>难</span><span class = 'tone3'>以</span><span class = 'tone5'>相</span><span class = 'tone1'>信</span>,,,難以相信,_ _ _ _,<span class = 'tone2'>難</span><span class = 'tone3'>以</span><span class = 'tone5'>相</span><span class = 'tone1'>信</span>
1021,1021,甜甜圈,donut,<span class = 'tone2'>tián tián </span><span class = 'tone1'>quān</span>,<span class = 'tone2'>甜</span><span class = 'tone5'>甜</span><span class = 'tone2'>圈</span>,,,甜甜圈,_ _ _,<span class = 'tone2'>甜</span><span class = 'tone5'>甜</span><span class = 'tone2'>圈</span>
1022,1022,用铜修建的,built of copper,<span class = 'tone4'>yòng </span><span class = 'tone2'>tóng </span><span class = 'tone1'>xiū</span><span class = 'tone4'>jiàn </span><span class = 'tone5'>de</span>,<span class = 'tone4'>用</span><span class = 'tone5'>铜</span><span class = 'tone2'>修</span><span class = 'tone5'>建</span><span class = 'tone1'>的</span>,,,用銅修建的,_ _ _ _ _,<span class = 'tone4'>用</span><span class = 'tone5'>銅</span><span class = 'tone2'>修</span><span class = 'tone5'>建</span><span class = 'tone1'>的</span>
1023,1023,她比我还大,"""she's even bigger than me""",<span class = 'tone1'>tā </span><span class = 'tone3'>bǐ wǒ </span><span class = 'tone2'>hái </span><span class = 'tone4'>dà</span>,<span class = 'tone1'>她</span><span class = 'tone5'>比</span><span class = 'tone3'>我</span><span class = 'tone5'>还</span><span class = 'tone3'>大</span>,,,她比我還大,_ _ _ _ _,<span class = 'tone1'>她</span><span class = 'tone5'>比</span><span class = 'tone3'>我</span><span class = 'tone5'>還</span><span class = 'tone3'>大</span>
1024,1024,卷,to roll up<br>a roll<br>measure word for small rolled things,"<span class = 'tone5'>""</span><span class = 'tone3'>juǎn </span><span class = 'tone5'>""</span>",<span class = 'tone5'>卷</span>,,[sound:卷_google_zh-CN.mp3],卷,_,<span class = 'tone5'>卷</span>
1025,1025,恐怖分子,terrorist,"<span class = 'tone5'>""</span><span class = 'tone3'>kǒng</span><span class = 'tone4'>bù fèn</span><span class = 'tone3'>zǐ </span><span class = 'tone5'>""</span>",<span class = 'tone5'>恐</span><span class = 'tone3'>怖</span><span class = 'tone4'>分</span><span class = 'tone5'>子</span>,,[sound:恐怖分子_google_zh-CN.mp3],恐怖分子,_ _ _ _,<span class = 'tone5'>恐</span><span class = 'tone3'>怖</span><span class = 'tone4'>分</span><span class = 'tone5'>子</span>
1026,1026,携带,"""to carry on one's person (w/ x)""","<span class = 'tone5'>""</span><span class = 'tone2'>xié</span><span class = 'tone4'>dài </span><span class = 'tone5'>""</span>",<span class = 'tone5'>携</span><span class = 'tone2'>带</span>,,[sound:携带_google_zh-CN.mp3],攜帶,_ _,<span class = 'tone5'>攜</span><span class = 'tone2'>帶</span>
1027,1027,炸弹,bomb,"<span class = 'tone5'>""</span><span class = 'tone4'>zhàdàn </span><span class = 'tone5'>""</span>",<span class = 'tone5'>炸</span><span class = 'tone4'>弹</span>,,[sound:炸弹_google_zh-CN.mp3],炸彈,_ _,<span class = 'tone5'>炸</span><span class = 'tone4'>彈</span>
1028,1028,一般,ordinary<br>so-so<br>common,"<span class = 'tone5'>""</span><span class = 'tone1'>yībān </span><span class = 'tone5'>""</span>",<span class = 'tone5'>一</span><span class = 'tone1'>般</span>,,[sound:一般_google_zh-CN.mp3],一般,_ _,<span class = 'tone5'>一</span><span class = 'tone1'>般</span>
1029,1029,惊奇,to be amazed (w/ j)<br>to wonder<br>to be suprised,"<span class = 'tone5'>""</span><span class = 'tone1'>jīng</span><span class = 'tone2'>qí </span><span class = 'tone5'>""</span>",<span class = 'tone5'>惊</span><span class = 'tone1'>奇</span>,,[sound:惊奇_google_zh-CN.mp3],驚奇,_ _,<span class = 'tone5'>驚</span><span class = 'tone1'>奇</span>
1030,1030,短路,to short circuit,<span class = 'tone3'>duǎn</span><span class = 'tone4'>lù</span>,<span class = 'tone3'>短</span><span class = 'tone4'>路</span>,,,短路,_ _,<span class = 'tone3'>短</span><span class = 'tone4'>路</span>
1031,1031,筋,tendons or veins under the skin,"<span class = 'tone5'>""</span><span class = 'tone1'>jīn </span><span class = 'tone5'>""</span>",<span class = 'tone5'>筋</span>,,[sound:筋_google_zh-CN.mp3],筋,_,<span class = 'tone5'>筋</span>
1032,1032,过时,out of date (w/ g)<br>old-fashioned<br>to be late,<span class = 'tone4'>guò</span><span class = 'tone2'>shí</span>,<span class = 'tone4'>过</span><span class = 'tone2'>时</span>,,,過時,_ _,<span class = 'tone4'>過</span><span class = 'tone2'>時</span>
1033,1033,图案,"design, pattern (w/ t)","<span class = 'tone5'>""</span><span class = 'tone2'>tú</span><span class = 'tone5'>'</span><span class = 'tone4'>àn</span><span class = 'tone5'>""</span>",<span class = 'tone5'>图</span><span class = 'tone2'>案</span>,,,圖案,_ _,<span class = 'tone5'>圖</span><span class = 'tone2'>案</span>
1034,1034,花盆,flower pot,<span class = 'tone1'>huā</span><span class = 'tone2'>pén</span>,<span class = 'tone1'>花</span><span class = 'tone2'>盆</span>,,,花盆,_ _,<span class = 'tone1'>花</span><span class = 'tone2'>盆</span>
1035,1035,盆,"basin, pot",<span class = 'tone2'>pén</span>,<span class = 'tone2'>盆</span>,,,盆,_,<span class = 'tone2'>盆</span>
1036,1036,隱形,invisible,<span class = 'tone3'>yǐn</span><span class = 'tone2'>xíng</span>,<span class = 'tone3'>隱</span><span class = 'tone2'>形</span>,,,隱形,_ _,<span class = 'tone3'>隱</span><span class = 'tone2'>形</span>
1037,1037,企鹅,penguin,"<span class = 'tone5'>""</span><span class = 'tone3'>qǐ</span><span class = 'tone5'>'</span><span class = 'tone2'>é</span><span class = 'tone5'>""</span>",<span class = 'tone5'>企</span><span class = 'tone3'>鹅</span>,,,企鵝,_ _,<span class = 'tone5'>企</span><span class = 'tone3'>鵝</span>
1038,1038,嵌入,to insert<br>to embed,"<span class = 'tone5'>""</span><span class = 'tone4'>qiànrù </span><span class = 'tone5'>""</span>",<span class = 'tone5'>嵌</span><span class = 'tone4'>入</span>,,[sound:嵌入_google_zh-CN.mp3],嵌入,_ _,<span class = 'tone5'>嵌</span><span class = 'tone4'>入</span>
1039,1039,条纹,stripe,<span class = 'tone2'>tiáowén</span>,<span class = 'tone2'>条纹</span>,,,條紋,_ _,<span class = 'tone2'>條紋</span>
1040,1040,窗帘,curtains,"<span class = 'tone5'>""</span><span class = 'tone1'>chuāng</span><span class = 'tone2'>lián </span><span class = 'tone5'>""</span>",<span class = 'tone5'>窗</span><span class = 'tone1'>帘</span>,,[sound:窗帘_google_zh-CN.mp3],窗簾,_ _,<span class = 'tone5'>窗</span><span class = 'tone1'>簾</span>
1041,1041,遮阳,"parasol, shade<br>something that shields from the sun<br>to shield from the sun","<span class = 'tone5'>""</span><span class = 'tone1'>zhē</span><span class = 'tone2'>yáng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>遮</span><span class = 'tone1'>阳</span>,,[sound:遮阳_google_zh-CN.mp3],遮陽,_ _,<span class = 'tone5'>遮</span><span class = 'tone1'>陽</span>
1042,1042,窗台,window sill/ledge,"<span class = 'tone5'>""</span><span class = 'tone1'>chuāng</span><span class = 'tone2'>tái </span><span class = 'tone5'>""</span>",<span class = 'tone5'>窗</span><span class = 'tone1'>台</span>,,[sound:窗台_google_zh-CN.mp3],窗臺,_ _,<span class = 'tone5'>窗</span><span class = 'tone1'>臺</span>
1043,1043,边缘,edge<br>fringe<br>margin,"<span class = 'tone5'>""</span><span class = 'tone1'>biān</span><span class = 'tone2'>yuán </span><span class = 'tone5'>""</span>",<span class = 'tone5'>边</span><span class = 'tone1'>缘</span>,,[sound:边缘_google_zh-CN.mp3],邊緣,_ _,<span class = 'tone5'>邊</span><span class = 'tone1'>緣</span>
1044,1044,海鸥,sea gull,"<span class = 'tone5'>""</span><span class = 'tone3'>hǎi</span><span class = 'tone1'>ōu </span><span class = 'tone5'>""</span>",<span class = 'tone5'>海</span><span class = 'tone3'>鸥</span>,,[sound:海鸥_google_zh-CN.mp3],海鷗,_ _,<span class = 'tone5'>海</span><span class = 'tone3'>鷗</span>
1045,1045,树丛,bush<br>thicket/undergrowth,"<span class = 'tone5'>""</span><span class = 'tone4'>shù</span><span class = 'tone2'>cóng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>树</span><span class = 'tone4'>丛</span>,,[sound:树丛_google_zh-CN.mp3],樹叢,_ _,<span class = 'tone5'>樹</span><span class = 'tone4'>叢</span>
1046,1046,藤,vines,"<span class = 'tone5'>""</span><span class = 'tone2'>téng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>藤</span>,,[sound:藤_google_zh-CN.mp3],藤,_,<span class = 'tone5'>藤</span>
1047,1047,脱衣舞,striptease,"<span class = 'tone5'>""</span><span class = 'tone1'>tuōyī </span><span class = 'tone3'>wǔ </span><span class = 'tone5'>""</span>",<span class = 'tone5'>脱</span><span class = 'tone1'>衣舞</span>,,[sound:脱衣舞_google_zh-CN.mp3],脫衣舞,_ _ _,<span class = 'tone5'>脫</span><span class = 'tone1'>衣舞</span>
1048,1048,瞳孔,pupil (of the eye),"<span class = 'tone5'>""</span><span class = 'tone2'>tóng</span><span class = 'tone3'>kǒng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>瞳</span><span class = 'tone2'>孔</span>,,[sound:瞳孔_google_zh-CN.mp3],瞳孔,_ _,<span class = 'tone5'>瞳</span><span class = 'tone2'>孔</span>
1049,1049,色盲,color-blind<br>color blindness,"<span class = 'tone5'>""</span><span class = 'tone4'>sè</span><span class = 'tone2'>máng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>色</span><span class = 'tone4'>盲</span>,,[sound:色盲_google_zh-CN.mp3],色盲,_ _,<span class = 'tone5'>色</span><span class = 'tone4'>盲</span>
1050,1050,烟囱,chimeny,<span class = 'tone1'>yāncōng</span>,<span class = 'tone1'>烟囱</span>,,,煙囪,_ _,<span class = 'tone1'>煙囪</span>
1051,1051,水母,jellyfish,<span class = 'tone3'>shuǐmǔ</span>,<span class = 'tone3'>水母</span>,,,水母,_ _,<span class = 'tone3'>水母</span>
1052,1052,门垫,doormat,<span class = 'tone2'>mén</span><span class = 'tone4'>diàn</span>,<span class = 'tone2'>门</span><span class = 'tone4'>垫</span>,,,門墊,_ _,<span class = 'tone2'>門</span><span class = 'tone4'>墊</span>
1053,1053,海绵,sponge (both animal and tool),<span class = 'tone3'>hǎi</span><span class = 'tone2'>mián</span>,<span class = 'tone3'>海</span><span class = 'tone2'>绵</span>,,,海綿,_ _,<span class = 'tone3'>海</span><span class = 'tone2'>綿</span>
1054,1054,海马,sea horse,<span class = 'tone3'>hǎimǎ</span>,<span class = 'tone3'>海马</span>,,,海馬,_ _,<span class = 'tone3'>海馬</span>
1055,1055,任天堂,Nintendo,<span class = 'tone4'>rèn </span><span class = 'tone1'>tiān</span><span class = 'tone2'>táng</span>,<span class = 'tone4'>任</span><span class = 'tone5'>天</span><span class = 'tone1'>堂</span>,,,任天堂,_ _ _,<span class = 'tone4'>任</span><span class = 'tone5'>天</span><span class = 'tone1'>堂</span>
1056,1056,靠中间,...toward the middle,<span class = 'tone4'>kào </span><span class = 'tone1'>zhōngjiān</span>,<span class = 'tone4'>靠</span><span class = 'tone5'>中</span><span class = 'tone1'>间</span>,,,靠中間,_ _ _,<span class = 'tone4'>靠</span><span class = 'tone5'>中</span><span class = 'tone1'>間</span>
1057,1057,脑子短路了,my brain shorted (out),<span class = 'tone3'>nǎo</span><span class = 'tone5'>zi </span><span class = 'tone3'>duǎn</span><span class = 'tone4'>lù</span><span class = 'tone5'>le</span>,<span class = 'tone3'>脑</span><span class = 'tone5'>子短</span><span class = 'tone3'>路</span><span class = 'tone4'>了</span>,,,腦子短路了,_ _ _ _ _,<span class = 'tone3'>腦</span><span class = 'tone5'>子短</span><span class = 'tone3'>路</span><span class = 'tone4'>了</span>
1058,1058,上半部分,the top half<br>the first half,<span class = 'tone4'>shàng bàn bùfèn</span>,<span class = 'tone4'>上</span><span class = 'tone5'>半</span><span class = 'tone4'>部</span><span class = 'tone5'>分</span>,,,上半部分,_ _ _ _,<span class = 'tone4'>上</span><span class = 'tone5'>半</span><span class = 'tone4'>部</span><span class = 'tone5'>分</span>
1059,1059,下半部分,the second half<br>the bottom half,<span class = 'tone4'>xià bàn bùfèn</span>,<span class = 'tone4'>下</span><span class = 'tone5'>半</span><span class = 'tone4'>部</span><span class = 'tone5'>分</span>,,,下半部分,_ _ _ _,<span class = 'tone4'>下</span><span class = 'tone5'>半</span><span class = 'tone4'>部</span><span class = 'tone5'>分</span>
1060,1060,右上角,the top right corner,<span class = 'tone4'>yòushàng </span><span class = 'tone3'>jiǎo</span>,<span class = 'tone4'>右上</span><span class = 'tone5'>角</span>,,,右上角,_ _ _,<span class = 'tone4'>右上</span><span class = 'tone5'>角</span>
1061,1061,左下角,bottom left corner,<span class = 'tone3'>zuǒ</span><span class = 'tone4'>xià </span><span class = 'tone3'>jiǎo</span>,<span class = 'tone3'>左</span><span class = 'tone4'>下</span><span class = 'tone5'>角</span>,,,左下角,_ _ _,<span class = 'tone3'>左</span><span class = 'tone4'>下</span><span class = 'tone5'>角</span>
1062,1062,右下角,bottom right corner,<span class = 'tone4'>yòu xià</span><span class = 'tone3'>jiǎo</span>,<span class = 'tone4'>右</span><span class = 'tone5'>下</span><span class = 'tone4'>角</span>,,,右下角,_ _ _,<span class = 'tone4'>右</span><span class = 'tone5'>下</span><span class = 'tone4'>角</span>
1063,1063,左上角,top left corner,<span class = 'tone3'>zuǒ</span><span class = 'tone4'>shàng </span><span class = 'tone3'>jiǎo</span>,<span class = 'tone3'>左</span><span class = 'tone4'>上</span><span class = 'tone5'>角</span>,,,左上角,_ _ _,<span class = 'tone3'>左</span><span class = 'tone4'>上</span><span class = 'tone5'>角</span>
1064,1064,围兜,bib,<span class = 'tone2'>wéi</span><span class = 'tone1'>dōu</span>,<span class = 'tone2'>围</span><span class = 'tone1'>兜</span>,,,圍兜,_ _,<span class = 'tone2'>圍</span><span class = 'tone1'>兜</span>
1065,1065,厚板,slab<br>plank,<span class = 'tone4'>hòu</span><span class = 'tone3'>bǎn</span>,<span class = 'tone4'>厚</span><span class = 'tone3'>板</span>,,,厚板,_ _,<span class = 'tone4'>厚</span><span class = 'tone3'>板</span>
1066,1066,下水道,sewer,<span class = 'tone4'>xià</span><span class = 'tone3'>shuǐ </span><span class = 'tone4'>dào</span>,<span class = 'tone4'>下</span><span class = 'tone3'>水</span><span class = 'tone5'>道</span>,,,下水道,_ _ _,<span class = 'tone4'>下</span><span class = 'tone3'>水</span><span class = 'tone5'>道</span>
1067,1067,井盖,manhole cover,<span class = 'tone3'>jǐng</span><span class = 'tone4'>gài</span>,<span class = 'tone3'>井</span><span class = 'tone4'>盖</span>,,,井蓋,_ _,<span class = 'tone3'>井</span><span class = 'tone4'>蓋</span>
1068,1068,锚,anchor,<span class = 'tone2'>máo</span>,<span class = 'tone2'>锚</span>,,,錨,_,<span class = 'tone2'>錨</span>
1069,1069,维也纳,Vienna,<span class = 'tone2'>wéi </span><span class = 'tone3'>yě </span><span class = 'tone4'>nà</span>,<span class = 'tone2'>维</span><span class = 'tone5'>也</span><span class = 'tone3'>纳</span>,,,維也納,_ _ _,<span class = 'tone2'>維</span><span class = 'tone5'>也</span><span class = 'tone3'>納</span>
1070,1070,俗套,"""cliche' (w/ s)""",<span class = 'tone2'>sú</span><span class = 'tone4'>tào</span>,<span class = 'tone2'>俗</span><span class = 'tone4'>套</span>,,,俗套,_ _,<span class = 'tone2'>俗</span><span class = 'tone4'>套</span>
